county,precinct,office,district,party,candidate,votes,election_day
Pendleton,A101,Sheriff,,,"Robert ""Rob"" YELTON",6,6
Pendleton,A102,Sheriff,,,"Robert ""Rob"" YELTON",11,11
Pendleton,A103,Sheriff,,,"Robert ""Rob"" YELTON",11,11
Pendleton,B101,Sheriff,,,"Robert ""Rob"" YELTON",35,35
Pendleton,B102,Sheriff,,,"Robert ""Rob"" YELTON",27,27
Pendleton,B103,Sheriff,,,"Robert ""Rob"" YELTON",21,21
Pendleton,C101,Sheriff,,,"Robert ""Rob"" YELTON",27,27
Pendleton,C102,Sheriff,,,"Robert ""Rob"" YELTON",20,20
Pendleton,C103,Sheriff,,,"Robert ""Rob"" YELTON",10,10
Pendleton,D101,Sheriff,,,"Robert ""Rob"" YELTON",32,32
Pendleton,D102,Sheriff,,,"Robert ""Rob"" YELTON",17,17
Pendleton,D103,Sheriff,,,"Robert ""Rob"" YELTON",40,40
Pendleton,ABSENTEE MACHINE,Sheriff,,,"Robert ""Rob"" YELTON",7,7
Pendleton,ABSENTEE PAPER,Sheriff,,,"Robert ""Rob"" YELTON",10,10
Pendleton,A101,Sheriff,,,Darrin P. BROWN,1,1
Pendleton,A102,Sheriff,,,Darrin P. BROWN,2,2
Pendleton,A103,Sheriff,,,Darrin P. BROWN,3,3
Pendleton,B101,Sheriff,,,Darrin P. BROWN,7,7
Pendleton,B102,Sheriff,,,Darrin P. BROWN,6,6
Pendleton,B103,Sheriff,,,Darrin P. BROWN,5,5
Pendleton,C101,Sheriff,,,Darrin P. BROWN,8,8
Pendleton,C102,Sheriff,,,Darrin P. BROWN,14,14
Pendleton,C103,Sheriff,,,Darrin P. BROWN,1,1
Pendleton,D101,Sheriff,,,Darrin P. BROWN,9,9
Pendleton,D102,Sheriff,,,Darrin P. BROWN,5,5
Pendleton,D103,Sheriff,,,Darrin P. BROWN,8,8
Pendleton,ABSENTEE MACHINE,Sheriff,,,Darrin P. BROWN,5,5
Pendleton,ABSENTEE PAPER,Sheriff,,,Darrin P. BROWN,1,1
Pendleton,A101,Sheriff,,,Edwin QUINN,10,10
Pendleton,A102,Sheriff,,,Edwin QUINN,35,35
Pendleton,A103,Sheriff,,,Edwin QUINN,19,19
Pendleton,B101,Sheriff,,,Edwin QUINN,41,41
Pendleton,B102,Sheriff,,,Edwin QUINN,41,41
Pendleton,B103,Sheriff,,,Edwin QUINN,30,30
Pendleton,C101,Sheriff,,,Edwin QUINN,23,23
Pendleton,C102,Sheriff,,,Edwin QUINN,43,43
Pendleton,C103,Sheriff,,,Edwin QUINN,8,8
Pendleton,D101,Sheriff,,,Edwin QUINN,22,22
Pendleton,D102,Sheriff,,,Edwin QUINN,28,28
Pendleton,D103,Sheriff,,,Edwin QUINN,28,28
Pendleton,ABSENTEE MACHINE,Sheriff,,,Edwin QUINN,9,9
Pendleton,ABSENTEE PAPER,Sheriff,,,Edwin QUINN,4,4
Pendleton,A101,Sheriff,,,Richard TATE,3,3
Pendleton,A102,Sheriff,,,Richard TATE,5,5
Pendleton,A103,Sheriff,,,Richard TATE,4,4
Pendleton,B101,Sheriff,,,Richard TATE,21,21
Pendleton,B102,Sheriff,,,Richard TATE,13,13
Pendleton,B103,Sheriff,,,Richard TATE,5,5
Pendleton,C101,Sheriff,,,Richard TATE,10,10
Pendleton,C102,Sheriff,,,Richard TATE,3,3
Pendleton,C103,Sheriff,,,Richard TATE,6,6
