county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee,provisional
Jefferson,A107,STRAIGHT PARTY,,REP,Republican Party,121,22,96,3,0
Jefferson,A107,STRAIGHT PARTY,,DEM,Democratic Party,179,41,130,8,0
Jefferson,A107,STRAIGHT PARTY,,KY,Kentucky Party,7,2,5,0,0
Jefferson,A107,STRAIGHT PARTY,,LIB,Libertarian Party,0,0,0,0,0
Jefferson,A107,STRAIGHT PARTY,,,"Total Votes Cast ",307,65,231,11,0
Jefferson,A107,STRAIGHT PARTY,,,"Contest Totals ",522,127,382,13,0
Jefferson,A107,President,,REP,Donald J. TRUMP / JD VANCE,236,41,192,3,0
Jefferson,A107,President,,DEM,Kamala D. HARRIS / Tim WALZ,274,81,183,10,0
Jefferson,A107,President,,KY,Jill  STEIN / Samson KPADENOU,4,1,3,0,0
Jefferson,A107,President,,IND,Robert F. KENNEDY JR. / Nicole SHANAHAN,3,2,1,0,0
Jefferson,A107,President,,IND,Shiva AYYADURAI / Crystal ELLIS,0,0,0,0,0
Jefferson,A107,President,,LIB,Chase OLIVER / Mike TER MAAT,1,1,0,0,0
Jefferson,A107,President,,,"Write-In Totals ",0,0,0,0,0
Jefferson,A107,President,,,"Total Votes Cast ",518,126,379,13,0
Jefferson,A107,President,,,"Contest Totals ",522,127,382,13,0
Jefferson,A107,U.S. House,3rd CD District 3,REP,Mike CRAVEN,206,36,167,3,0
Jefferson,A107,U.S. House,3rd CD District 3,DEM,Morgan McGARVEY,301,89,202,10,0
Jefferson,A107,U.S. House,3rd CD District 3,,"Write-In Totals ",1,1,0,0,0
Jefferson,A107,U.S. House,3rd CD District 3,,"Total Votes Cast ",508,126,369,13,0
Jefferson,A107,U.S. House,3rd CD District 3,,"Contest Totals ",522,127,382,13,0
Jefferson,A107,State Senate,37th DISTRICT District 37,REP,Calvin LEACH,187,35,149,3,0
Jefferson,A107,State Senate,37th DISTRICT District 37,DEM,David YATES,319,88,221,10,0
Jefferson,A107,State Senate,37th DISTRICT District 37,,"Write-In Totals ",1,1,0,0,0
Jefferson,A107,State Senate,37th DISTRICT District 37,,"Total Votes Cast ",507,124,370,13,0
Jefferson,A107,State Senate,37th DISTRICT District 37,,"Contest Totals ",522,127,382,13,0
Jefferson,A107,State House,28th LD District 28,REP,Jared A. BAUMAN,237,42,192,3,0
Jefferson,A107,State House,28th LD District 28,DEM,Almaria BAKER,270,79,181,10,0
Jefferson,A107,State House,28th LD District 28,,"Write-In Totals ",1,1,0,0,0
Jefferson,A107,State House,28th LD District 28,,"Total Votes Cast ",508,122,373,13,0
Jefferson,A107,State House,28th LD District 28,,"Contest Totals ",522,127,382,13,0
Jefferson,A107,Commonwealth's Attorney,,DEM,Gerina D. WHETHERS,349,91,248,10,0
Jefferson,A107,Commonwealth's Attorney,,,"Write-In Totals ",18,4,14,0,0
Jefferson,A107,Commonwealth's Attorney,,,"Total Votes Cast ",367,95,262,10,0
Jefferson,A107,Commonwealth's Attorney,,,"Contest Totals ",522,127,382,13,0
Jefferson,A107,CIRCUIT COURT CLERK,,DEM,David Lawrence NICHOLSON,358,95,253,10,0
Jefferson,A107,CIRCUIT COURT CLERK,,,"Write-In Totals ",15,5,10,0,0
Jefferson,A107,CIRCUIT COURT CLERK,,,"Total Votes Cast ",373,100,263,10,0
Jefferson,A107,CIRCUIT COURT CLERK,,,"Contest Totals ",522,127,382,13,0
Jefferson,A107,COUNTY COMMISSIONER,"""B"" DISTRICT",DEM,Mark S. LYNCH,351,92,249,10,0
Jefferson,A107,COUNTY COMMISSIONER,"""B"" DISTRICT",,"Write-In Totals ",14,3,11,0,0
Jefferson,A107,COUNTY COMMISSIONER,"""B"" DISTRICT",,"Total Votes Cast ",365,95,260,10,0
Jefferson,A107,COUNTY COMMISSIONER,"""B"" DISTRICT",,"Contest Totals ",522,127,382,13,0
Jefferson,A107,COUNTY COMMISSIONER,"""C"" DISTRICT",DEM,Kathleen PARKS,344,90,244,10,0
Jefferson,A107,COUNTY COMMISSIONER,"""C"" DISTRICT",,"Write-In Totals ",18,5,13,0,0
Jefferson,A107,COUNTY COMMISSIONER,"""C"" DISTRICT",,"Total Votes Cast ",362,95,257,10,0
Jefferson,A107,COUNTY COMMISSIONER,"""C"" DISTRICT",,"Contest Totals ",522,127,382,13,0
Jefferson,A107,LOUISVILLE METRO COUNCIL,14th DISTRICT District 14,REP,Crystal BAST,217,40,174,3,0
Jefferson,A107,LOUISVILLE METRO COUNCIL,14th DISTRICT District 14,DEM,Cindi FOWLER,296,87,199,10,0
Jefferson,A107,LOUISVILLE METRO COUNCIL,14th DISTRICT District 14,,"Write-In Totals ",0,0,0,0,0
Jefferson,A107,LOUISVILLE METRO COUNCIL,14th DISTRICT District 14,,"Total Votes Cast ",513,127,373,13,0
Jefferson,A107,LOUISVILLE METRO COUNCIL,14th DISTRICT District 14,,"Contest Totals ",522,127,382,13,0
Jefferson,A107,SOIL & WATER CONSERVATION DISTRICT SUPERVISOR,,,"Elizabeth EVERHART ",150,37,110,3,0
Jefferson,A107,SOIL & WATER CONSERVATION DISTRICT SUPERVISOR,,,"David W. KAELIN ",149,34,111,4,0
Jefferson,A107,SOIL & WATER CONSERVATION DISTRICT SUPERVISOR,,,"Leta WEEDMAN ",103,23,78,2,0
Jefferson,A107,SOIL & WATER CONSERVATION DISTRICT SUPERVISOR,,,"Sarah Beth SAMMONS ",102,25,76,1,0
Jefferson,A107,SOIL & WATER CONSERVATION DISTRICT SUPERVISOR,,,"Baron LEE ",82,16,65,1,0
Jefferson,A107,SOIL & WATER CONSERVATION DISTRICT SUPERVISOR,,,"Elihu H. LEVINE ",49,18,31,0,0
Jefferson,A107,SOIL & WATER CONSERVATION DISTRICT SUPERVISOR,,,"Write-In Totals ",12,4,8,0,0
Jefferson,A107,SOIL & WATER CONSERVATION DISTRICT SUPERVISOR,,,"Total Votes Cast ",647,157,479,11,0
Jefferson,A107,SOIL & WATER CONSERVATION DISTRICT SUPERVISOR,,,"Contest Totals ",2088,508,1528,52,0
Jefferson,A107,SCHOOL BOARD,DISTRICT 4 District 4,,"Barbara LEWIS ",115,35,77,3,0
Jefferson,A107,SCHOOL BOARD,DISTRICT 4 District 4,,"Trevin BASS ",205,43,162,0,0
Jefferson,A107,SCHOOL BOARD,DISTRICT 4 District 4,,"Write-In Totals ",3,2,1,0,0
Jefferson,A107,SCHOOL BOARD,DISTRICT 4 District 4,,"Total Votes Cast ",323,80,240,3,0
Jefferson,A107,SCHOOL BOARD,DISTRICT 4 District 4,,"Contest Totals ",522,127,382,13,0
Jefferson,A107,FAMILY COURT JUDGE,9th DIVISION,,"Laura RUSSELL ",125,29,95,1,0
Jefferson,A107,FAMILY COURT JUDGE,9th DIVISION,,"Zackary ""Zack"" McKEE ",154,44,109,1,0
Jefferson,A107,FAMILY COURT JUDGE,9th DIVISION,,"Allison SPENCER RUSSELL ",90,21,65,4,0
Jefferson,A107,FAMILY COURT JUDGE,9th DIVISION,,"Write-In Totals ",6,3,3,0,0
Jefferson,A107,FAMILY COURT JUDGE,9th DIVISION,,"Total Votes Cast ",375,97,272,6,0
Jefferson,A107,FAMILY COURT JUDGE,9th DIVISION,,"Contest Totals ",522,127,382,13,0
Jefferson,A107,Constitutional Amendment 1,,,"Yes ",266,56,203,7,0
Jefferson,A107,Constitutional Amendment 1,,,"No ",229,68,156,5,0
Jefferson,A107,Constitutional Amendment 1,,,"Total Votes Cast ",495,124,359,12,0
Jefferson,A107,Constitutional Amendment 1,,,"Contest Totals ",522,127,382,13,0
Jefferson,A107,Constitutional Amendment 2,,,Yes,140,31,105,4,0
Jefferson,A107,Constitutional Amendment 2,,,No,370,95,267,8,0
Jefferson,A107,Constitutional Amendment 2,,,Total Votes Cast,510,126,372,12,0
Jefferson,A107,Constitutional Amendment 2,,,Contest Totals,522,127,382,13,0
Jefferson,A108,STRAIGHT PARTY,,REP,Republican Party,268,78,180,10,0
Jefferson,A108,STRAIGHT PARTY,,DEM,Democratic Party,229,62,155,12,0
Jefferson,A108,STRAIGHT PARTY,,KY,Kentucky Party,10,1,9,0,0
Jefferson,A108,STRAIGHT PARTY,,LIB,Libertarian Party,2,0,2,0,0
Jefferson,A108,STRAIGHT PARTY,,,"Total Votes Cast ",509,141,346,22,0
Jefferson,A108,STRAIGHT PARTY,,,"Contest Totals ",937,260,641,36,0
Jefferson,A108,President,,REP,Donald J. TRUMP / JD VANCE,508,142,347,19,0
Jefferson,A108,President,,DEM,Kamala D. HARRIS / Tim WALZ,406,114,276,16,0
Jefferson,A108,President,,KY,Jill  STEIN / Samson KPADENOU,3,0,3,0,0
Jefferson,A108,President,,IND,Robert F. KENNEDY JR. / Nicole SHANAHAN,11,3,7,1,0
Jefferson,A108,President,,IND,Shiva AYYADURAI / Crystal ELLIS,1,0,1,0,0
Jefferson,A108,President,,LIB,Chase OLIVER / Mike TER MAAT,2,0,2,0,0
Jefferson,A108,President,,,"Write-In Totals ",2,0,2,0,0
Jefferson,A108,President,,,"Total Votes Cast ",933,259,638,36,0
Jefferson,A108,President,,,"Contest Totals ",937,260,641,36,0
Jefferson,A108,U.S. House,3rd CD District 3,REP,Mike CRAVEN,469,134,317,18,0
Jefferson,A108,U.S. House,3rd CD District 3,DEM,Morgan McGARVEY,437,121,299,17,0
